user_id,age_group,is_senior,device_type,access_time_cluster,session_count,tap_path_entropy,task_time_sec,misclicks,first_click_sec,scroll_depth,entry_count_F01,last_access_days_F01,success_rate_F01,entry_count_F02,last_access_days_F02,success_rate_F02,entry_count_F03,last_access_days_F03,success_rate_F03,entry_count_F04,last_access_days_F04,success_rate_F04,entry_count_F05,last_access_days_F05,success_rate_F05,entry_count_F06,last_access_days_F06,success_rate_F06,entry_count_F07,last_access_days_F07,success_rate_F07,entry_count_F08,last_access_days_F08,success_rate_F08,entry_count_F09,last_access_days_F09,success_rate_F09,entry_count_F10,last_access_days_F10,success_rate_F10,entry_count_F11,last_access_days_F11,success_rate_F11,entry_count_F12,last_access_days_F12,success_rate_F12,entry_count_F13,last_access_days_F13,success_rate_F13,entry_count_F14,last_access_days_F14,success_rate_F14,entry_count_F15,last_access_days_F15,success_rate_F15,entry_count_F16,last_access_days_F16,success_rate_F16,density_level
17c79c88-81a5-463f-b3e3-c1abd1fe64d3,70s,True,iOS,afternoon,11,2.99,7.00346799006669,0,2.4390219232187795,0.84,2,18,0.593,9,4,0.646,12,1,0.877,15,7,0.653,17,5,0.665,12,26,0.692,10,16,1.0,1,34,0.624,9,27,0.622,16,11,0.795,19,27,0.987,1,22,0.438,16,22,1.0,18,5,0.775,3,18,0.497,16,0,0.705,HIGH
02290742-dc20-4064-88c1-572e4abc677c,40s,False,Android,afternoon,2,2.74,12.4,1,3.81,0.13,8,44,0.911,18,30,0.67,12,11,0.706,4,26,0.708,11,32,0.855,8,7,0.599,16,7,0.77,0,41,0.0,10,41,0.802,18,10,0.428,18,15,0.875,14,23,0.664,11,18,0.604,9,35,0.479,2,4,1.0,14,28,0.731,HIGH
4916eef4-48db-4651-9cbf-52628827be0a,30s,False,iOS,night,7,3.69,17.6,0,2.93,0.54,17,44,0.759,15,6,0.674,5,1,0.922,17,34,0.419,9,40,0.606,15,40,0.833,8,11,0.51,15,1,0.458,19,6,0.417,12,43,0.604,9,12,0.697,6,13,0.636,1,8,0.736,14,30,0.427,0,2,0.0,3,38,0.933,HIGH
52cda2bd-b1d3-401f-b964-2efd2db47adc,60s,True,Android,evening,1,2.51,20.22355925460087,1,4.57211586489265,0.97,3,11,0.699,3,43,0.748,13,43,0.957,16,34,0.961,6,37,0.461,12,41,0.666,13,11,0.53,17,6,0.761,8,30,0.674,5,42,0.862,5,11,0.705,14,7,0.93,1,6,0.969,16,17,0.923,9,18,0.383,7,28,0.746,MID
cb16638e-50b8-44b0-86b6-9fbd604dd331,70s,True,iOS,morning,1,2.05,21.923266072610215,2,2.6243461579458947,0.66,11,40,0.723,7,3,0.419,17,25,0.64,8,16,0.874,11,21,0.399,9,13,0.789,0,13,0.0,10,23,0.461,3,1,0.673,5,13,0.74,9,32,0.736,6,9,0.56,2,39,0.794,18,31,0.784,8,43,0.726,17,23,0.552,LOW
04f31fb1-0cbd-49dc-80b8-c5feef260e8c,30s,False,iOS,night,2,1.19,24.9,0,1.06,0.12,17,33,0.721,7,23,0.663,0,12,0.0,6,26,0.602,9,3,0.926,12,38,0.865,16,21,0.558,11,35,1.0,19,7,0.812,1,6,0.753,19,5,0.764,7,28,0.52,8,20,0.892,4,26,0.42,12,7,0.763,13,25,0.867,HIGH
4c51762f-0564-40d9-b3a8-d939e0c047cf,60s,True,iOS,morning,8,2.25,23.789787500750318,0,1.2785558551949454,0.32,15,4,0.288,6,22,0.75,5,37,0.524,5,38,0.968,2,43,0.653,1,32,0.816,9,21,0.734,14,22,0.806,5,38,0.428,8,32,0.327,3,10,0.605,17,18,0.777,1,34,0.768,8,23,0.807,9,10,0.499,14,38,0.638,HIGH
65885d7d-61b8-4060-b9cb-b9ca2e66ef0a,30s,False,Android,afternoon,7,3.16,11.4,1,2.56,0.22,16,9,0.842,8,19,0.648,10,12,0.79,8,29,0.443,19,8,0.54,0,11,0.0,19,42,0.659,13,43,0.79,10,42,0.914,17,26,0.85,17,35,0.974,0,33,0.0,0,26,0.0,18,5,0.594,8,41,0.769,0,1,0.0,HIGH
731c14e0-f0f9-47d8-8ae3-e6651f1e5075,40s,False,Android,morning,6,3.57,24.2,3,4.49,0.04,2,29,0.573,4,40,0.927,7,21,0.676,3,15,0.593,8,11,0.741,9,34,0.758,12,16,0.623,8,44,0.617,7,44,0.454,11,18,0.841,1,19,0.922,16,0,0.866,3,33,0.589,11,23,0.772,13,23,0.744,3,36,0.487,MID
ae2e20df-77d9-4ab1-a368-1561a42b5d3a,70s,True,Android,afternoon,10,2.17,19.852432183487732,1,4.309283211916727,0.99,9,37,0.584,3,6,0.489,0,24,0.0,15,32,0.676,7,7,0.353,13,33,1.0,6,22,0.671,13,15,0.826,16,2,0.772,3,29,0.714,11,39,0.86,6,36,0.562,0,44,0.0,2,1,0.536,5,7,0.65,19,6,0.822,MID
3ca34263-3c77-4ff9-9a28-211b802767a3,20s,False,iOS,morning,8,0.82,51.8,0,4.71,0.67,1,13,0.532,5,4,0.889,9,24,0.931,17,39,0.959,19,4,0.827,19,20,0.426,13,10,0.778,15,28,0.417,2,16,0.797,5,35,0.725,14,25,0.868,8,7,0.643,16,30,0.732,3,3,0.781,19,13,0.35,17,39,0.773,LOW
00925393-18ec-4fe2-8f36-4bd6725b68b7,40s,False,Android,afternoon,3,1.21,3.3,1,4.06,0.93,15,15,0.789,8,8,0.668,13,30,0.648,18,33,0.849,7,33,0.491,0,33,0.0,17,37,0.511,18,9,0.731,18,27,0.652,17,39,0.686,16,36,0.975,10,1,0.53,4,35,0.945,11,41,0.828,19,36,0.703,16,8,0.702,HIGH
a77c91da-13ac-41cf-8aa7-744d20c64708,30s,False,Android,night,1,1.45,54.0,2,3.32,0.64,18,22,0.72,9,5,0.583,2,19,0.749,9,5,0.541,5,37,0.678,5,43,0.581,16,7,0.666,10,19,0.571,7,43,0.839,10,26,0.664,7,41,0.905,15,4,0.739,3,25,0.676,0,29,0.0,0,26,0.0,11,40,0.751,LOW
9f19e488-c2a8-400c-bb6c-4e8aae196065,40s,False,iOS,night,7,2.04,17.8,3,4.02,0.19,16,14,0.845,16,8,0.579,16,24,0.847,10,26,0.742,7,32,0.618,11,42,1.0,11,0,0.513,1,9,0.71,9,10,0.561,10,8,0.759,1,6,0.568,7,8,0.638,4,32,0.594,15,3,0.665,6,10,0.854,15,17,0.493,LOW
907b488c-549a-4dce-b272-4bb701663193,20s,False,Android,night,6,1.03,31.5,0,2.79,0.08,15,34,0.799,1,3,0.729,13,30,0.708,19,37,1.0,6,32,0.613,10,13,0.368,9,3,0.647,6,13,0.861,13,32,0.56,13,5,0.689,9,24,0.543,8,22,0.926,12,43,0.727,4,13,0.909,1,39,1.0,15,42,0.865,HIGH
a941e526-7321-4c06-9739-931c239dd101,70s,True,Android,evening,1,3.56,47.65863343926972,1,2.685445977790742,0.31,10,33,0.833,7,6,0.673,8,37,0.928,9,12,0.785,17,29,0.659,18,10,0.628,6,19,0.451,0,19,0.0,1,17,0.699,6,13,0.662,14,13,0.609,16,16,0.335,9,39,0.824,18,12,0.583,19,38,0.757,14,29,0.774,LOW
14ef4242-0f67-4441-a0d6-96589e254f93,40s,False,iOS,afternoon,4,1.94,42.5,3,1.33,0.41,6,5,0.865,6,33,0.52,18,21,0.591,13,27,0.555,13,36,0.532,6,5,0.679,3,18,0.529,15,14,0.434,13,8,0.59,1,29,0.581,14,36,0.775,19,35,0.85,10,12,0.611,1,41,0.332,6,37,0.593,2,41,0.994,MID
9c4a88d9-57c4-4783-8927-e55c04412ed5,30s,False,iOS,morning,11,3.25,25.2,3,0.49,0.32,3,1,0.847,13,19,0.783,9,39,0.813,16,5,0.726,11,2,0.502,17,44,0.547,9,3,0.792,1,20,0.775,12,21,0.626,18,9,0.623,8,42,0.891,3,27,0.706,19,1,0.583,15,37,0.919,10,29,0.902,18,12,0.705,HIGH
db1ea599-ea7a-4fcb-8439-920551a0acb8,20s,False,Android,night,11,3.21,24.6,3,4.31,0.32,14,10,0.696,19,10,1.0,0,30,0.0,1,6,0.525,0,5,0.0,6,31,0.775,3,13,0.691,1,42,0.95,14,16,0.621,19,27,0.742,9,1,0.637,7,3,0.548,2,6,0.66,2,26,0.789,3,25,0.47,0,8,0.0,MID
8923759d-86b2-49fd-a448-1fc7a80bcede,60s,True,Android,morning,2,0.97,30.314705517276902,1,3.601283748672049,0.68,12,3,0.701,1,40,0.919,6,6,0.577,6,36,0.673,13,41,0.608,8,23,0.58,2,35,0.821,4,31,0.617,1,35,0.576,14,37,0.753,2,35,0.681,3,29,0.799,3,17,0.532,11,15,0.788,11,28,0.618,6,1,0.793,MID
4da55dec-62b6-494a-9534-d292854061a2,30s,False,Android,evening,4,1.33,35.0,2,4.34,0.62,5,12,0.652,11,0,0.723,13,2,0.597,10,26,0.971,8,29,0.6,3,26,0.713,16,15,0.44,1,36,0.853,18,21,0.94,11,5,0.551,13,34,0.476,13,12,0.738,12,36,0.994,0,9,0.0,10,42,0.682,19,20,0.626,LOW
b754110c-4de8-4ccb-89e4-70a06f91f45d,60s,True,iOS,night,9,3.51,11.113731693229395,1,1.2161425749111066,0.22,3,39,0.902,18,29,0.64,16,9,0.668,19,37,0.66,18,33,0.863,12,42,0.702,8,27,0.751,0,25,0.0,17,14,0.829,2,24,0.961,3,11,0.288,5,33,0.701,16,43,0.609,4,30,0.567,16,23,0.617,2,27,0.623,HIGH
aee018e8-27a9-4b69-b22c-4d3edb1e529e,60s,True,iOS,night,9,1.01,33.159496607474736,4,1.7373606267816184,0.83,5,0,0.795,16,14,0.637,15,16,0.906,12,9,0.698,17,1,0.591,13,4,0.546,13,21,0.728,11,2,0.64,10,16,0.508,7,32,0.469,4,27,0.75,2,37,0.488,1,6,0.365,4,38,0.858,14,38,0.562,17,30,0.775,LOW
49a9cdc0-8186-4a9d-a5ce-d995a52557cf,60s,True,Android,evening,2,1.82,30.76183916192274,2,2.565565578305735,0.68,10,12,0.575,4,22,0.786,13,10,0.81,8,30,0.711,11,16,0.693,2,3,0.799,9,37,0.685,5,8,0.589,8,29,0.498,8,26,0.686,7,35,0.494,9,23,0.813,19,18,0.686,10,42,0.837,1,22,0.736,5,0,0.775,LOW
1401b15e-710f-4a4e-9aec-28009904b82b,70s,True,iOS,night,9,2.96,18.16694479404374,1,2.8087504960534773,0.53,12,7,0.727,15,11,0.716,13,13,0.786,9,0,0.877,16,2,0.951,17,33,0.52,14,42,0.793,3,2,0.834,2,1,0.64,8,2,0.619,10,41,0.696,17,40,0.862,17,13,0.604,16,17,0.744,17,22,0.768,13,13,0.973,MID
62104053-e315-4361-bf38-a18787138705,20s,False,iOS,evening,4,1.2,10.7,0,4.44,0.65,5,37,0.623,18,10,0.618,17,38,0.552,15,31,0.986,4,15,0.696,3,21,0.696,4,38,0.798,17,11,0.68,8,44,0.652,13,28,0.735,4,39,0.742,1,35,0.875,19,1,0.687,5,24,0.845,2,12,0.767,5,7,0.794,HIGH
1b176c71-4569-4e29-ae13-7a2026f3f5d5,70s,True,Android,night,11,2.72,63.566742141535855,2,3.7486868103423063,0.83,15,5,0.772,11,32,0.673,0,31,0.0,15,0,0.74,10,27,0.621,19,34,0.836,16,30,0.463,14,15,0.788,16,9,0.834,13,32,0.685,11,34,0.772,3,36,0.405,16,34,0.779,4,43,0.646,14,35,0.773,18,10,0.692,LOW
360f887d-fb9c-4c4e-9068-70387b666630,60s,True,iOS,evening,4,1.59,29.9393505314605,2,4.880278197402094,0.6,14,2,0.853,8,34,0.695,5,33,0.727,4,36,0.636,0,31,0.0,1,12,0.653,9,44,0.715,3,35,0.42,7,12,0.643,19,32,0.619,0,2,0.0,17,39,0.606,4,34,0.959,0,23,0.0,13,34,0.639,17,14,0.694,LOW
ed849566-c303-4912-8de9-51cec92c15c7,40s,False,Android,evening,6,1.98,9.3,1,0.91,0.62,18,37,0.793,1,39,0.565,4,4,0.993,7,41,0.714,7,25,0.732,7,9,0.738,12,20,0.704,16,8,0.598,16,18,0.733,17,30,0.724,16,18,0.582,10,44,0.514,10,8,0.835,9,7,0.643,9,12,0.675,12,29,0.725,HIGH
31d29ddd-1014-4d00-a475-32f8021162ee,60s,True,Android,night,3,3.57,17.290527973409926,3,4.456068440845288,0.25,4,32,0.391,10,2,0.535,12,34,1.0,8,5,0.884,15,1,0.847,9,24,0.941,0,18,0.0,11,16,0.739,0,35,0.0,0,41,0.0,5,40,0.757,0,7,0.0,9,9,0.871,8,35,0.89,10,11,0.762,5,4,0.44,MID
7e4fbf63-b836-4deb-ad8d-938f469c8474,40s,False,Android,afternoon,6,1.81,11.2,2,2.4,0.96,14,22,0.478,19,34,0.681,5,10,0.622,17,36,0.54,5,30,0.765,11,37,0.698,5,2,0.569,6,23,0.873,13,32,0.769,8,36,0.676,14,2,0.339,13,23,0.764,19,17,0.622,7,14,0.794,12,6,0.782,16,12,0.633,MID
ea029b32-f65b-4fd8-be80-d4cae4fe7213,30s,False,Android,morning,9,2.1,41.0,1,2.56,0.14,7,38,0.697,10,20,0.894,9,11,0.838,3,0,0.79,14,7,0.649,13,8,0.683,14,12,0.664,3,18,0.655,6,10,0.692,3,31,0.614,14,22,0.635,11,22,0.727,1,8,0.637,12,10,0.718,1,29,0.517,13,34,0.54,MID
66f73750-152a-406e-ba6f-39e0704e3e26,20s,False,iOS,afternoon,8,1.6,7.0,1,2.63,0.96,11,23,0.937,8,42,1.0,1,33,0.406,7,38,0.815,7,17,0.922,19,26,0.718,3,0,0.679,11,12,0.646,19,21,0.618,6,34,0.745,12,23,0.881,15,25,0.428,18,9,0.558,5,30,0.608,17,20,0.481,5,25,0.797,HIGH
104a6817-24df-4342-a637-41fcb0d46430,60s,True,iOS,afternoon,8,2.39,21.61722836217895,4,4.126229350116752,0.82,0,30,0.0,17,13,0.962,19,11,0.666,17,22,0.944,1,30,1.0,0,7,0.0,12,30,0.612,17,0,0.394,10,1,0.632,14,28,0.991,11,17,0.412,13,27,0.739,18,39,0.944,2,21,0.84,2,1,0.865,9,33,0.845,LOW
5f988ae7-070d-4265-af3f-29eaefae0bd7,60s,True,iOS,afternoon,8,1.48,41.27222267461815,1,2.2360625291224943,0.93,7,21,0.72,13,30,0.646,12,29,0.6,3,23,0.603,18,21,0.815,0,22,0.0,3,14,0.75,2,20,0.657,15,15,0.358,12,24,0.81,12,21,0.764,3,35,0.482,0,2,0.0,17,22,0.607,4,12,0.8,7,6,0.711,LOW
469bb7b9-d6d3-4a55-a4cf-68e885ce6df4,30s,False,Android,night,5,1.52,20.9,3,3.45,0.83,10,31,0.46,11,27,0.793,9,42,0.539,6,12,0.638,7,30,0.709,16,28,0.846,6,8,0.488,18,13,0.593,0,24,0.0,9,14,0.719,14,30,0.713,13,9,0.595,18,8,0.799,18,1,0.849,6,20,0.663,2,20,0.542,LOW
1007d874-0238-42d1-83f5-608f3915bc9e,60s,True,iOS,evening,11,2.18,45.717039087452875,1,0.8941647882414244,0.52,1,11,0.949,6,23,0.705,2,27,0.866,12,22,0.875,6,19,0.875,2,18,0.684,9,23,0.805,4,21,0.543,16,21,0.902,11,16,0.834,7,30,0.658,7,11,0.739,7,13,0.488,18,18,0.766,1,10,0.877,3,40,0.74,MID
8af15fcc-0503-4f9a-acd8-839071e129b5,30s,False,Android,night,2,1.46,31.3,1,0.74,0.71,8,17,0.768,14,2,0.653,16,31,0.74,12,22,0.889,15,15,0.635,18,30,0.575,17,0,0.636,13,9,0.628,7,30,0.789,6,18,0.974,15,26,0.489,15,36,0.378,9,37,0.715,2,24,0.558,16,32,0.757,12,16,0.775,MID
2dba7dcb-a554-4bcd-84fe-8ef8aedc5b35,70s,True,Android,afternoon,1,0.96,33.136581947936314,2,3.219450508800785,0.49,5,1,0.637,16,29,0.7,5,41,0.684,10,9,0.729,13,4,0.785,6,41,0.731,6,35,0.94,4,40,0.711,0,2,0.0,0,8,0.0,14,17,0.471,19,23,0.729,10,35,0.682,12,35,0.669,12,0,0.885,10,20,1.0,LOW
d362a117-da72-4e7e-aab9-5ffe23d9e609,20s,False,Android,night,11,0.9,23.0,0,4.74,0.81,17,11,0.572,7,16,0.771,18,4,0.552,0,21,0.0,14,39,0.915,3,19,0.528,3,1,0.759,12,27,0.911,15,12,0.728,14,35,0.596,9,44,0.588,4,44,0.732,12,8,0.821,19,31,0.754,2,7,0.585,10,28,0.679,MID
79f65513-bedd-4459-8452-53391d045ecd,40s,False,iOS,night,11,1.0,11.7,1,4.21,0.72,3,40,0.807,10,17,0.536,10,16,0.691,19,44,0.711,14,38,0.745,5,26,0.593,6,20,0.697,13,37,0.715,1,26,0.87,18,34,0.464,9,27,0.498,1,11,0.779,5,28,0.795,6,42,0.78,16,17,0.778,6,44,0.477,HIGH
7c594bc1-eea6-4e1c-85b8-87d23423abfe,40s,False,Android,night,6,2.29,9.4,1,0.69,0.07,19,38,0.651,7,33,0.683,14,5,0.633,4,26,0.538,8,22,0.718,7,40,0.881,17,29,0.629,5,42,0.744,7,12,0.687,12,15,0.778,15,25,0.674,10,18,0.608,1,41,0.636,1,4,0.874,7,39,0.705,6,21,0.7,HIGH
2f601de3-8d77-4bf4-9d5e-6e5130a12bf1,30s,False,iOS,night,11,1.17,39.6,2,3.72,0.71,10,10,0.817,18,18,0.712,16,12,0.9,18,33,0.465,8,30,0.733,6,15,0.786,0,5,0.0,5,6,0.702,9,32,0.955,6,20,0.654,13,37,0.258,9,17,0.685,12,29,0.568,10,10,0.624,17,18,0.694,11,35,0.915,LOW
98439e27-8b51-4dfa-9b94-43bbd053cb0e,20s,False,iOS,afternoon,10,2.23,23.3,0,2.13,0.41,0,6,0.0,12,9,0.667,6,2,0.672,7,31,0.971,0,7,0.0,6,34,0.73,11,28,0.665,10,8,0.647,18,16,0.638,6,12,0.321,16,5,0.878,4,20,0.623,17,22,0.703,5,29,0.657,15,33,0.6,6,37,0.886,HIGH
cbddefc6-d674-4341-bf2b-d09f8a9ced40,30s,False,iOS,evening,6,1.02,10.4,1,2.46,0.67,1,6,0.623,17,38,0.567,8,21,0.603,3,42,0.442,2,18,0.442,17,23,0.808,3,19,0.591,4,13,0.672,5,44,0.681,11,5,0.834,5,7,0.659,12,1,0.486,15,11,0.78,17,41,0.61,1,7,0.55,19,42,0.68,HIGH
fe10a98a-29d3-48f9-a246-587762cd97e8,30s,False,iOS,night,9,0.89,41.7,3,3.74,0.73,15,4,0.803,5,1,0.426,15,11,0.558,7,18,0.895,6,23,0.542,0,24,0.0,2,44,0.503,14,15,0.981,17,30,0.757,7,22,0.753,13,25,0.602,6,38,0.657,1,11,0.886,10,24,0.714,19,32,0.892,17,3,0.758,LOW
218906e2-e8e7-4b30-929f-622a267f7bc5,40s,False,Android,morning,9,1.37,37.7,1,2.91,0.42,10,28,0.691,5,7,0.551,0,1,0.0,1,7,0.504,11,3,0.506,8,30,0.773,8,15,0.846,6,34,0.657,1,11,0.909,5,43,0.948,10,43,0.697,10,4,0.652,17,34,0.619,4,26,0.594,3,22,0.802,5,32,0.577,LOW
f35d6e76-9809-4201-8cfd-6f2387517162,40s,False,iOS,night,11,3.36,3.8,1,1.75,0.5,11,44,0.793,5,7,0.685,11,33,0.495,7,7,0.645,2,37,0.702,17,38,0.61,18,27,0.745,10,12,0.367,7,5,0.683,1,25,0.878,16,24,0.842,1,13,0.719,14,30,0.707,17,18,0.766,19,34,0.554,4,15,0.828,HIGH
471b24d6-c35e-46fd-ba16-46a39d22d7dc,40s,False,Android,night,2,0.83,44.5,2,2.06,0.3,16,43,0.598,4,41,0.91,11,37,0.977,13,20,0.778,1,1,0.923,4,22,0.537,8,19,0.74,5,24,0.434,14,15,0.645,19,31,0.648,1,37,0.613,13,0,0.54,15,1,0.776,10,14,0.587,18,37,0.776,13,6,0.693,LOW
3e5183b3-234e-40d4-890b-a011558633c9,20s,False,Android,afternoon,9,1.62,26.1,1,2.14,0.35,0,34,0.0,17,21,0.77,0,31,0.0,7,25,0.901,7,28,1.0,7,15,0.516,18,35,0.9,10,1,0.691,7,7,0.648,3,42,0.558,10,15,0.517,14,27,0.772,0,32,0.0,10,28,0.55,19,31,0.74,2,2,0.389,HIGH
0f3007fd-ebce-4afa-b353-c1cf76c4f9d5,30s,False,Android,night,5,3.13,11.8,2,0.72,0.35,17,23,0.528,19,14,0.654,4,44,0.616,7,6,0.633,9,13,0.786,15,28,0.873,19,31,0.646,15,2,0.786,7,9,0.62,16,20,0.61,5,7,0.653,2,14,0.847,18,12,0.483,9,16,0.465,18,20,0.942,6,33,0.572,HIGH
624f743d-8538-4927-8167-5aac6d844491,60s,True,Android,morning,3,1.58,16.564615404889658,0,1.4509947719945608,0.11,4,37,0.584,2,39,0.52,16,12,0.821,11,23,0.776,1,32,0.9,2,5,0.677,12,13,0.754,9,44,0.535,4,2,0.777,19,14,0.759,14,30,0.794,10,25,0.712,15,17,0.874,4,34,0.61,3,13,1.0,0,38,0.0,HIGH
56545997-2720-48d0-b740-f5af2c93ebe6,30s,False,iOS,morning,1,2.93,14.3,0,0.3,0.36,17,21,0.538,0,32,0.0,11,11,0.775,11,24,0.66,4,26,0.636,19,21,0.688,17,16,0.489,12,11,0.743,13,28,0.687,8,27,0.721,17,4,0.7,0,40,0.0,17,26,1.0,14,1,0.731,5,10,0.549,16,12,0.676,HIGH
4ada7c42-a6e9-425f-b1e5-c1d91380f5a7,60s,True,Android,afternoon,8,2.84,10.169950740805263,0,6.199974229439616,0.14,12,44,0.594,13,3,0.848,1,43,0.772,5,37,0.55,7,23,0.67,17,16,1.0,0,32,0.0,1,21,1.0,3,33,0.718,16,38,0.632,13,33,0.819,16,19,0.835,1,4,0.719,10,28,0.908,5,21,0.696,9,19,0.839,HIGH
18a1c3f7-8476-4e1d-ab36-299c840d52b4,70s,True,Android,night,7,2.59,8.170919177442546,3,3.3907290007874824,0.82,10,8,0.839,16,3,0.756,18,15,0.625,11,19,0.689,11,8,0.579,8,30,0.665,13,19,0.942,18,7,0.593,17,20,0.45,17,27,0.693,5,39,0.909,11,11,0.725,4,22,0.656,5,23,0.65,8,12,0.844,0,34,0.0,MID
6284b425-7df1-4532-97dc-3f7fbedfb171,70s,True,Android,afternoon,4,1.3,27.892484574294038,1,1.9440428086931916,0.77,14,0,0.736,17,17,0.859,19,43,0.45,0,12,0.0,5,27,0.584,19,6,0.725,5,31,0.642,11,26,0.743,12,17,0.786,1,28,0.425,8,11,0.839,11,32,0.831,14,34,0.755,8,29,0.777,10,0,0.54,14,27,0.894,MID
2eee5957-5738-4714-ab85-912653a2f867,20s,False,iOS,afternoon,4,1.07,9.1,2,1.06,0.19,4,9,0.811,11,0,0.61,15,16,0.756,14,9,0.455,1,14,0.804,19,26,0.777,8,33,0.531,16,6,0.673,11,26,0.868,7,33,0.751,10,16,0.606,13,11,0.777,19,13,0.964,9,35,0.492,16,7,0.798,16,31,0.745,HIGH
cad51e02-bf7c-4b3c-8339-c93971b0ac9b,70s,True,Android,afternoon,5,2.65,18.061665004115984,0,1.3441323691107483,0.9,5,24,0.644,3,13,0.638,13,43,0.771,0,26,0.0,19,2,0.679,18,3,0.545,5,9,0.8,1,20,0.744,16,31,0.626,1,13,0.616,2,4,0.904,11,38,0.41,17,6,0.741,5,30,0.611,2,3,0.762,0,31,0.0,HIGH
3802d5ea-1a10-4d5c-af9f-2f710fe067e5,70s,True,Android,morning,11,1.37,35.426131371825655,4,1.8060227864451746,0.8,16,26,0.674,15,10,0.908,2,18,0.679,0,18,0.0,9,41,0.554,5,8,0.375,17,2,0.86,11,0,0.686,14,28,0.55,5,17,0.834,0,1,0.0,6,9,0.89,3,26,0.593,10,23,0.99,5,6,0.727,7,36,0.686,LOW
c00dce63-517d-404d-95ab-148d4b71af9a,40s,False,iOS,morning,6,0.8,15.2,2,1.69,0.71,11,2,0.86,0,37,0.0,10,11,0.782,6,30,0.708,15,12,0.48,1,2,0.807,2,9,0.864,0,17,0.0,10,10,0.454,0,29,0.0,5,42,0.814,10,13,0.876,11,28,0.682,6,20,0.763,18,7,0.802,12,36,0.76,HIGH
e241b9ff-e59c-44f9-8057-95335220b833,60s,True,Android,afternoon,5,1.31,35.02407671202879,0,3.6157257207097064,0.46,15,35,0.716,0,12,0.0,9,30,0.674,10,16,0.734,2,41,0.847,0,31,0.0,5,41,0.387,0,23,0.0,6,17,0.687,8,18,0.9,8,24,0.562,9,30,0.749,19,26,0.52,7,28,0.79,12,30,0.551,14,31,0.668,MID
2c9f2192-d839-43cd-a8a6-097e964b3876,30s,False,iOS,afternoon,1,2.55,17.3,1,2.31,0.87,5,37,0.762,14,27,0.748,5,5,0.715,17,19,0.908,19,20,0.462,18,16,0.841,12,6,0.688,2,8,0.404,16,19,0.864,7,22,0.797,6,40,0.582,9,5,0.807,12,8,0.471,1,39,0.623,14,10,0.711,4,37,0.703,HIGH
ec5052c2-ceca-4f2b-b198-4fe75b75e248,40s,False,Android,evening,7,3.77,37.9,1,4.97,0.28,17,30,0.743,8,23,0.879,9,27,0.702,16,13,0.441,8,9,0.723,11,1,0.424,18,18,0.863,8,3,0.709,10,43,0.766,13,1,0.564,9,24,0.571,6,28,0.795,7,35,0.668,16,44,0.603,4,20,0.907,2,19,0.727,LOW
03246c8c-c2d0-4258-a5c9-611a1a89c84d,70s,True,Android,afternoon,9,2.63,19.641334381687198,3,2.024466086971043,0.41,12,31,0.425,3,23,0.896,12,25,0.888,11,19,0.563,9,9,0.981,12,21,0.44,18,20,0.84,12,1,0.878,17,20,0.695,17,12,0.58,2,31,0.521,5,26,0.546,9,22,0.545,15,35,0.644,16,7,0.698,12,17,0.633,MID
a91dd04e-8e68-4352-b638-af43086bff52,40s,False,iOS,evening,8,3.29,19.3,1,2.38,0.77,6,24,0.591,8,7,0.792,18,13,0.677,9,37,0.661,19,36,0.916,3,14,0.445,16,8,0.758,1,44,0.601,19,10,0.704,2,11,0.573,12,11,0.677,10,15,1.0,17,18,0.82,9,26,0.792,2,19,0.708,8,16,0.695,MID
f5f65919-becc-41db-a49e-35af0b3b7eb2,40s,False,iOS,afternoon,3,2.33,16.6,2,1.99,0.36,10,15,0.768,13,17,0.558,19,25,0.584,19,9,0.701,6,14,0.505,5,3,0.507,9,1,0.874,19,15,0.6,1,24,0.819,9,13,0.9,0,23,0.0,5,11,0.512,4,28,0.875,14,34,0.679,4,40,0.985,14,30,0.482,HIGH
ef3429ef-5c13-499d-86cb-8538ef67698b,20s,False,Android,morning,5,3.09,12.2,1,2.57,0.52,10,26,0.652,11,24,0.592,14,15,0.69,4,14,0.728,10,8,0.684,15,10,0.698,14,30,0.73,3,13,0.606,14,39,0.659,14,33,0.797,9,14,0.64,6,24,0.624,4,34,0.645,5,9,1.0,19,30,0.744,0,15,0.0,HIGH
bbba7182-9e82-49a7-955c-8a7ecf463784,40s,False,iOS,night,10,3.26,53.1,1,3.52,0.38,0,8,0.0,16,2,0.881,3,24,0.672,4,7,0.676,16,29,0.733,4,29,0.813,4,39,0.673,17,11,0.591,17,11,0.746,16,6,0.62,1,37,0.708,5,44,0.961,15,30,1.0,16,25,0.818,8,27,0.616,6,14,0.585,LOW
d77aa761-5335-4fcc-90d6-b3e18f8a11bf,60s,True,Android,night,3,1.83,16.149253818954204,2,1.2036367023772376,0.74,12,39,0.824,5,34,0.878,1,0,0.63,11,39,0.854,19,20,0.748,4,20,0.695,7,35,1.0,11,18,0.645,4,42,0.758,3,15,0.68,19,37,0.621,19,36,1.0,5,17,0.364,1,0,0.662,18,39,0.716,18,14,0.875,HIGH
